language,consonants,phonemes
Mandarin Chinese,27,43
Hupda,19,34
Lemeting,19,25
Cajamarca Quechua,19,22
Giryama,40,47
Apurina,14,40
Pilaga,18,22
Embera-Chami,16,28
Waima,9,14
Tapiete,15,27
Lugbara,26,39
Farefare,20,30
Northern Dagara,29,41
Cholon,15,20
Avatime,28,50
Tarok,26,32
Sinhala,37,53
Panara,11,26
Lendu,43,55
Ndut,27,34
Jola-Fonyi,19,29
Ngbaka Minagende,22,34
Salasaca Highland Quichua,24,29
Mori Bawah,22,27
Guinea Kpelle,24,39
Shanga,22,37
Dazaga,21,32
Aweti,14,26
Bassossi,20,34
Natugu (Retired),30,47
Jebero,17,21
Dieri,22,25
Brokskat,31,41
Krikati-Timbira,11,26
Antigua and Barbuda Creole English,24,37
Guahibo,17,29
Egyptian Arabic,27,35
Kuy,22,47
Chong of Chanthaburi,21,40
Tagalog,19,24
Yagua,11,23
Wyandot,11,17
Mingrelian,30,35
Mina (Cameroon),39,50
Didinga,36,58
Afade,27,36
Min Nan Chinese,19,25
Bambara,21,35
Jaqaru,36,42
Loniu,16,23
Nivacle,22,28
Busa,16,31
Antakarinya,17,23
Keiga,37,59
Kwoma,24,31
Archi,81,91
East Taa,130,161
Mbo (Cameroon),21,36
Engenni,20,33
Awa-Cuaiquer,16,26
Bakaka,15,31
Icelandic,23,39
Northern Bobo Madare,20,40
Munduruku,17,37
Konda-Dora,23,43
Chumburung,21,30
Tsuvadi,28,55
Comanche,12,18
Angolar,22,36
Mehinaku,13,23
Nootka,37,42
Central Kanuri,23,29
Jaad-Badyara,25,43
Masalit,31,45
Ao Naga,14,20
Jola-Fonyi,19,29
Basa (Cameroon),29,41
Fur,19,30
Pengo,22,32
San Miguel El Grande Mixtec,19,32
Tol,22,28
Manam,13,18
Nuer,20,48
Finnish,25,42
Irantxe-Munku,21,43
Adamawa Fulfulde,29,39
Rotokas,6,11
Chachapoyas Quechua,15,18
Corongo Ancash Quechua,18,24
Kimaama,20,44
Eastern Mari,19,27
Sui,47,54
Sandawe,44,64
Masaaba,51,63
Tigak,12,17
Paite Chin,19,25
Kuruaya,18,28
Khasi,27,40
Ginyanga,31,53
Thulung,30,38
Straits Salish,36,43
Hopi,31,49
Yugambeh-Bandjalang,12,16
Korra Koraga,21,34
Tucano,15,27
Araona,19,23
Hungarian,50,65
Oluta Popoluca,20,32
Muyang,27,46
Southern Mfumte,74,89
Dagbani,23,29
Mara,19,24
Texistepec Popoluca,19,29
Pacahuara,16,20
Kazym-Berezover-Suryskarer Khanty,19,32
Markweeta,13,36
Sedang,39,53
Kaingang,13,27
Yanomamo,12,33
Apatani,24,37
Jaqaru,36,39
Hainyaxo Bozo,20,34
Northern Gumuz,34,44
Lakota Dida,27,57
Itelmen,27,32
Yora,14,22
Makurap,10,20
Antakarinya,17,20
Savara,19,30
Eastern Bolivian Guarani,12,24
Bari (Chibchan),10,22
Eastern Yiddish,38,47
Northern Dong,20,27
Bana,37,44
Jamamadi,12,16
Olu'bo,16,21
Tundra Nenets,26,34
Atayal,19,27
Ticuna,18,29
Anyin Morofo,31,49
Xerente,13,27
Sumi Naga,35,46
Tigre,47,54
Tuvinian,20,29
Hupda,20,29
Mundari,33,54
Xipaya,14,23
Oku,18,29
Central Moroccan Berber,36,39
Halkomelem,32,47
Yavitero,17,21
Kako,33,47
Izere,27,39
Iaai,33,52
Wolof,26,40
Mpongmpong,29,38
Kanga,53,75
Mundari,32,37
Yucuna,16,21
Munduruku,17,39
Shuar,15,23
Yoruba,19,31
Wiyot,24,29
Yanomami,13,20
Japreria,12,24
Wayampi,14,25
Kasem,19,40
Mampruli,22,32
Kol (Cameroon),28,55
Bullom So,22,36
Georgian,29,35
Cubeo,11,17
Nivacle,22,28
Kunimaipa,15,20
Kwama,20,25
Yambeta,18,28
Galician,21,28
Manchu,18,25
Gwandara,28,48
Mbo (Cameroon),20,31
Nyang'i,18,25
Sango,26,44
Yekhee,26,36
Minica Huitoto,18,24
Nhengatu,19,23
Kazym-Berezover-Suryskarer Khanty,19,32
Macedonian,26,32
Nung (Viet Nam),21,32
Northern Haida,47,50
Ditammari,17,32
Sa'ban,19,26
Kekchi,21,26
Nangikurrunggurr,20,28
Wayana,9,16
Morisyen,21,30
Dyula,23,39
Izi-Ezaa-Ikwo-Mgbo,27,38
Moseten-Chimane,23,41
East Makian,18,23
Önge,16,24
Komo (Democratic Republic of Congo),24,35
Gbari,24,31
Kikuyu,18,32
Vute,30,59
Koyraboro Senni Songhai,23,37
Igbo,46,65
Reunion Creole French,30,42
Tirma-Chai,22,31
Maranao,13,17
Guinea Kpelle,27,35
Kafa,22,27
Acoli,17,29
Baka (Cameroon),25,38
Deni,18,22
Filipino,17,27
Anyin,17,36
Ngasa,22,31
Bodo (India),15,21
Telefol,17,27
Ket,18,32
Lotha Naga,35,43
Adangme,23,39
Ibani,25,38
Kru Pidgin English,24,36
Abipon,13,23
Chamorro,30,36
Konkomba,22,42
Ife,19,34
Mbay,22,44
Yalunka,19,33
Northern Kurdish,30,47
Hamer-Banna,25,35
Northern Frisian,23,42
Northern Embera,20,32
Cavinena,20,24
Iquito,11,19
Island Carib,16,27
Bororo,15,22
Southern Nambikuara,13,31
Asheninka Perene,18,28
Arabela,11,18
Bongo,18,29
Samo,12,18
Sanuma,11,24
Katcha-Kadugli-Miri,41,63
Tolowa-Chetco,26,31
Foodo,23,44
Jamamadi,11,19
Cocama-Cocamilla,11,16
Tedaga,24,35
Igede,24,38
Balinese,18,24
Sidamo,25,35
Ma'di,24,38
Shuar,16,24
Koalib-Rere,29,45
Wan,21,36
Hawaiian,9,19
Ega,27,39
South Azerbaijani,25,34
Hungana-Saamba,20,33
Soninke,28,50
Ashe,24,36
Spanish,20,25
Adzera,18,25
Apurina,14,34
Slovenian,21,37
Moru,26,38
Aproumu Aizi,24,33
Adamawa Fulfulde,24,34
Toba,21,28
Noone,19,33
Eten,63,74
Manipuri,25,33
Yil,12,23
Digo,41,48
A-Pucikwar,25,35
Nobiin,16,21
Kurukh,21,32
Tukang Besi North,24,29
Adamawa Fulfulde,37,47
Meta',20,33
Bissa,23,41
Hoava,16,21
Ninam,13,25
Karo (Brazil),14,25
Bora,17,31
Mamainde,14,34
Naga Pidgin,30,47
Nanti,18,27
Jamsay Dogon,37,60
Amharic,30,37
Anyin,19,40
Guro,26,57
Ndzwani Comorian,32,39
Medumba,16,25
Mewati,30,50
Upper Guinea Crioulo,23,28
Bafia,27,51
Shabo,28,43
Awtuw,11,18
Michif,25,41
Apinaye,17,34
Bankon,26,37
Kotiria,16,28
Kabardian,49,56
Lega-Shabunda,18,38
Nawdm,21,35
Tulu,24,37
Garrwan,19,22
Ejagham,19,29
Poyanawa,14,21
Kanga,54,76
Saya,39,54
Yuhup,20,35
Callawalla,26,32
Katcha-Kadugli-Miri,22,27
Wawa,30,49
Ngas,32,43
Eastern Maninkakan,20,36
Mwaghavul,25,37
Dzuungoo,26,55
Kashmiri,27,56
Kistane,34,41
Tarok,27,37
Muniche,22,27
Para Arara,11,17
Nyambo,20,33
Central Bai,18,29
Eton-Mengisa,21,38
Napo Lowland Quechua,20,23
Lugbara,27,42
Siriono,18,28
Nyabwa,24,44
Yoruba,18,32
North Bolivian Quechua,25,28
Aragonese,33,45
Wayuu,14,20
Zuni,44,54
Warray,16,21
Kalaallisut,32,38
Koshin,23,37
Central Aymara,26,32
Thavung,22,72
Beria,21,33
Mbuko,34,45
Wu Chinese,29,41
Kuikuro-Kalapalo,14,26
Indonesian,23,31
Sandawe,47,54
Breton,25,45
Urarina,16,21
Jamaican Creole English,21,33
Leh-Kenhat,33,38
Daba,36,46
Bamunka,23,32
Rutul,59,64
Obolo,22,37
Otuho,33,56
Mbalanhu,23,31
Gwandara,28,48
Hindi,37,58
Komo (Sudan),23,31
Akuntsu,11,22
Macuna,10,22
Gaam,24,33
Chol,20,26
Nyahkur,26,50
Ejagham,21,32
Lijili,29,48
Ticuna,15,33
Lakkia,33,55
Tamambo,16,21
Kakabe,22,38
Luo (Kenya and Tanzania),26,38
Hadiyya,46,56
Jennu Kurumba,26,33
Caddo,20,23
Yine,16,26
Bhili,35,62
Sayula Popoluca,19,25
Ganda,19,33
Wolof,26,40
Mekens,15,35
Olu'bo,34,46
Awutu,30,50
Doyayo,22,34
Krio,25,35
Western Cham,21,32
Meru,17,27
Cupeno,27,38
Abure,20,36
Kalanga,62,71
Kituba (Congo),17,22
Alaba-K'abeena,52,62
Gata',24,38
Toura (Cote d'Ivoire),21,39
Paraguayan Guarani,24,36
German,22,41
Mapudungun,20,26
Sauria Paharia,24,34
Gunwinggu,19,24
Dan,19,39
Logo,27,39
Thado Chin,23,31
Hausa,32,45
Barain,32,44
Ga,29,41
Kete,16,25
Hopi,22,28
Tatuyo,11,17
Ke'o,24,30
Jola-Esulalu,31,51
Ngemba,29,40
Chukchi,15,22
Koya,19,24
Northern Gyalrong,49,57
Yanomami,13,34
Apinaye,14,49
Fijian,19,30
Korean,22,40
Mor (Bomberai Peninsula),14,19
Towa,39,61
Chukchi,15,22
Krim,22,38
Gbaya-Mbodomo,28,37
Keliko,36,45
Kota (India),23,34
Car Nicobarese,16,25
Achagua,19,29
Doyayo,22,48
Kupang Malay,19,25
Shona,37,42
Ntcham,21,43
Wayana,9,16
Matumbi,15,23
Ronga,64,69
Gujarati,35,60
Konkani,19,37
Leti (Indonesia),10,22
Bomitaba,16,28
Iaai,36,52
Klao,11,27
Iban,19,25
Karok,27,41
Uduk,23,28
Kamasau,23,29
Nootka,37,47
Northern Khmer,24,43
Me'en,26,40
Gbaya (Sudan),41,56
Nkonya-Nkami,20,34
Gwandara,43,65
Ayere,26,43
Namia,9,15
Muinane,22,28
Kadiweu,23,31
Ndonga,25,30
Gidar,28,38
Nyankole,20,28
Kare (Central African Republic),30,57
Jita,17,29
Tuki,25,39
Standard Malay,21,27
Toaripi,8,14
Baba,23,30
Bakole,27,34
Vagla,24,54
Ormuri,25,31
Yemba,21,35
Hangaza,23,35
Ndogo,29,38
Yanesha',23,29
Kman,34,50
Tolowa-Chetco,29,44
Sochiapam Chinantec,18,39
Purepecha,33,39
Koreguaje,18,30
Uru,23,33
Dafla,16,27
Ese Ejja,18,22
Embera-Baudo,21,33
Boikin,17,25
Akawaio,10,21
Lama (Togo),17,53
Michoacan Nahuatl,20,25
Barbareno,38,44
Lithuanian,36,52
Bengali,29,43
Matis,15,21
Maca,22,32
Tuvinian,21,37
Komi-Zyrian,26,33
Romanian,22,31
Limbum,23,41
Sango,26,37
Parakana,12,17
Kuanyama,26,33
Burushaski,38,53
Karitiana,11,25
Central Khmer,21,42
Fulnio,18,30
Usarufa,17,22
Bimoba,22,44
Guayabero,16,22
Galibi Carib,16,28
Balti,35,53
Tadaksahak,59,70
Gwandara,32,52
Zoogocho Zapotec,28,65
Kok Borok,25,34
Toba,18,26
Pech,18,28
Russian,33,38
Northern Pomo,29,39
Jaunsari,34,51
Xavante,11,24
Selepet,15,21
Pattani,38,44
Ute-Southern Paiute,19,37
Gikyode,29,51
Gadsup,9,15
Argobba,30,38
Yawa,14,19
Avokaya,37,55
Telugu,40,51
Khasi,19,28
Lusi,18,28
Galibi Carib,9,15
Jauja Wanca Quechua,22,27
Ngandyera,30,37
Serrano,33,42
Tsafiki,16,25
Selaru,14,19
Javanese,22,30
Mufian,17,22
Gagnoa Bete,23,51
Ida'an,17,23
Xamtanga,23,30
Bulgarian,37,49
Marghi Central,30,34
Giryama,40,47
Murrinh-Patha,21,25
Hakka Chinese,21,31
Chuvash,30,39
Kwak'wala,42,48
Terena-Kinikinao-Chane,13,23
Mumuye,23,34
Maay,22,32
Cebaara Senoufo,24,43
Kashmiri,27,55
Zayse-Zergulla,27,32
Furu,31,41
Spokane,38,43
Comox,37,42
Yerukula,20,38
Tatana,17,21
Waama,13,41
Daba,36,47
North Moluccan Malay,21,27
Nupe-Nupe-Tako,25,38
Baka (Cameroon),25,35
Tera,42,48
Nyam,39,56
Makonde,18,28
Culina,17,21
Tamnim Citak,11,17
Luiseno,21,26
Lambayeque Quechua,16,19
Amahuaca,14,22
Palor,26,43
Sebat Bet Gurage,33,39
Kofyar,23,36
Copainala Zoque,16,22
Central Pashto,31,38
Narim,22,34
North Azerbaijani,24,33
Siamou,22,41
Mocovi,23,31
South Efate,15,20
Chipaya,41,51
Barain,31,44
Luchazi,32,42
Yucuna,16,21
Central Pashto,31,38
Wichita,21,29
Paez,29,37
Pangasinan,16,21
Epena,17,38
Temein,18,25
Yansi,17,42
Barbareno,34,40
Nadab,17,34
Cha'palaa,24,28
Itonama,19,25
Kela (Papua New Guinea),16,30
Spanish,20,25
Atayal,19,26
Moklen,19,46
Kurukh,31,56
Lelemi,22,34
Elip,19,30
Western Karaboro,20,45
Vaagri Booli,23,37
Northern Tosk Albanian,28,35
Cherokee,11,17
Kabiye,24,47
Patep,30,44
Lango (Uganda),18,40
Panobo,14,18
Nateni,13,40
Umbundu,20,30
Timne,17,30
Kupsabiny,14,26
T'apo,20,25
Moyon,24,37
Balanta-Ganja,33,50
Makasar,18,23
Burun,19,38
Kathmandu Valley Newari,24,32
Southeastern Kolami,36,46
Anufo,22,43
Abidji,21,38
Border Kuna,16,21
Masai,21,43
Tshangla,32,37
Sissala of Burkina Faso,24,42
Tamnim Citak,14,19
Lakota,28,36
Oroko,22,29
Fon,24,42
Morokodo,42,54
Aklanon,17,20
Lugbara,26,36
Tupinamba,13,25
Pacoh,18,33
Pume,23,38
Brahui,24,33
Oro Win,12,18
Buamu,17,28
Hadza,57,62
Mada (Cameroon),22,40
Maranunggu,19,24
Sekpele,21,33
Ticuna,18,38
Chuave,12,17
Inga,19,22
Eastern Ojibwa,16,27
Nivkh,34,44
Bambassi,23,36
Central Tunebo,14,19
Bole,28,38
Bambalang,34,57
Gayo,19,27
Wolaytta,38,48
Armenian,30,37
Surui,19,29
Tipai,25,34
Bakairi,16,28
Gaa,22,34
Wa'ikhana,12,24
South Bolivian Quechua,31,36
Apalai,12,24
Kraho,12,46
Mazanderani,22,29
Kamayura,14,26
Buol,17,23
Moseten-Chimane,23,39
Koyaga,29,43
Basque,23,28
Lavukaleve,15,20
Borana-Arsi-Guji Oromo,26,36
Kako,33,50
Trinitario,18,30
Buwal,38,43
Cashinahua,15,23
Tem,25,36
Peve,30,38
Batak Karo,16,21
Tu,23,28
Sebat Bet Gurage,36,44
Gbagyi,20,26
Enawene-Nawe,13,25
Kuvi,28,47
Shawi,14,18
Galibi Carib,9,15
Yidiny,13,16
Bench,29,40
Huamalies-Dos de Mayo Huanuco Quechua,21,31
Siona-Tetete,18,30
Harari,25,34
East Makian,19,24
Pichis Asheninka,22,30
Mbya Guarani,14,26
Liberia Kpelle,21,45
Toposa,17,27
Huichol,15,25
Vanimo,12,28
Batak Karo,16,24
Kituba (Democratic Republic of Congo),15,22
Sora,21,31
Bilin,31,38
Mba,24,31
Bakaka,19,34
Huastec,26,36
I'saka,9,18
Iyive,53,64
Loxicha Zapotec,23,30
Marathi,42,55
Amanab,14,19
Puri,12,18
Sanskrit,37,45
Zulgo-Gemzek,29,34
Taushiro,12,17
Kangaki-Kagbaaga-Kajoko Bidyogo,18,25
Kom (Cameroon),59,75
Papantla Totonac,16,22
Yanomamo,11,32
Kannada,36,47
Pular,28,38
Bouna Kulango,27,46
Cameroon Mambila,20,35
Nawuri,29,40
Krache,17,44
Lele (Chad),23,36
Tanimuca-Retuara,11,21
Southern Yukaghir,21,33
Nobiin,33,45
Javanese,24,33
Yessan-Mayo,16,20
Anii,23,36
Juang,24,36
Kele-Foma,21,30
Banda-Ndele,32,45
Puinave,8,19
Waimaha,10,22
Waimiri-Atroari,16,27
Gen,25,40
Jauja Wanca Quechua,16,22
Tulishi,37,59
Awa-Cuaiquer,14,21
Garo,21,26
Northeastern Dinka,19,32
Nigerian Pidgin,23,32
Suya,13,28
Mono (Democratic Republic of Congo),33,44
Leh-Kenhat,37,45
Toda,38,53
Lukpa,17,37
Sentani,10,17
Brokskat,41,56
Ambonese Malay,18,23
Alladian,25,36
Southern Nuni,38,60
Fali,39,50
Che,30,57
Koorete,51,61
Aari,26,36
Samre or Siem Reap,20,41
Chaudangsi,34,42
Southern Nambikuara,25,43
Manange,30,45
Eastern Pahari,27,39
Hindi,71,94
Maquiritari,12,26
Kashmiri,28,56
Qawasqar,18,24
Lingala,15,22
Pokoot,17,39
Lahu,26,40
Rundi,22,29
Avar,44,49
Kusunda,32,38
Tipai,25,34
Kasem,21,45
Bakairi,16,30
Nugunu (Cameroon),24,35
Dyirbal,13,16
Ut-Main,36,56
Kabiye,22,47
Nanai,18,24
Southern Yukaghir,20,32
Kuranko,26,54
Amahuaca,15,23
Wayuu,14,26
Kharia,37,47
Secoya,12,18
Hupa,28,35
Achinese,21,55
Kuo,29,56
Tunica,17,24
Zaparo,14,22
Eloyi,41,51
Dupaninan Agta,15,20
Nama (Namibia),32,41
Baatonum,17,31
Polish,31,37
Tsuvadi,38,52
Koonzime,22,52
Berom,24,31
Siwi,26,38
Tiwi,22,26
Jungle Inga,13,16
Mwali Comorian,19,24
Yanesha',23,26
Wantoat,14,21
Lambadi,30,48
Straits Salish,35,40
Kui (India),20,39
Cha'palaa,23,27
Dar Fur Daju,24,30
Turkish,25,33
Haya,19,29
Kunama,19,26
Kamwe,26,35
Sebat Bet Gurage,39,45
Vengo,56,82
Daloa Bete,24,37
Gamo-Gofa-Dawro,26,36
Northern Toussian,16,35
Yukpa,15,21
Ashaninka,17,21
Ndai,32,57
Luyi,17,22
Itonama,19,25
Zaiwa,21,32
Senara Senoufo,19,51
Cavinena,20,24
Konni,31,49
Wubuy,19,23
Nootka,37,47
Dutch,24,39
Central Khmer,21,42
Wappo,30,35
Nez Perce,26,36
Esimbi,29,37
Ndonga,29,36
Pilaga,18,22
Brao,22,31
Ignaciano,21,25
Giryama,40,47
Aja (Benin),28,45
Yameo,10,18
Parecis,15,19
Mapudungun,20,26
Masai,19,28
Ignaciano,21,25
Yanomami,12,33
Kawaiisu,25,31
Norwegian Bokmal,27,48
Mam,33,43
Western Niger Fulfulde,27,32
Ocaina,26,35
Tupuri,28,56
Bengali,34,48
Halbi,29,42
Kambera,19,29
Yeyi,77,90
Nankina,14,20
Bengali,36,53
Arikapu,11,25
Swahili,32,37
Giryama,40,47
Nyole,24,36
Egyptian Arabic,58,67
Sanuma,11,24
Kirike,24,36
Gwandara,28,46
Ngarinman,17,23
Timne,17,25
Abau,9,14
Bardi,17,24
Andoa,15,25
Cofan,27,37
Akan,18,31
Urali,26,46
Belanda Bor,25,38
Caquinte,19,27
Lyele,21,34
Halh Mongolian,21,33
Cofan,30,35
Irarutu,12,19
Korean,21,32
Ewe,26,40
Qimant,28,39
North Alaskan Inupiatun,24,27
Kagulu,26,31
Eastern Mari,25,33
Mising-Padam-Miri-Minyong,34,43
Akoose,18,32
Ewe,28,45
Acatepec Me'phaa,20,30
Mandarin Chinese,25,32
Bassari-Tanda,21,30
Mmaala,23,34
Waiwai,14,20
South Nuaulu,12,17
Xeta,13,24
Karaja,9,24
Dan,44,92
Modern Greek,21,26
Cebuano,18,21
Ewondo,15,25
Batak Toba,18,27
Koho,27,37
Teen,28,38
Tampulma,24,33
Kwambi,29,37
Dera (Nigeria),24,35
Guahibo,17,35
Inapari,13,31
Vame,38,46
Tedim Chin,21,26
Deg,22,52
Kunza,23,33
Manipuri,27,35
Siar-Lak,15,22
Kunyi,44,55
Chamicuro,19,29
Urubu-Kaapor,15,26
K'iche',22,32
Wongo,15,24
Tzeltal,22,28
Bekwarra,23,36
Wichi Lhamtes Nocten,23,28
Cayubaba,17,33
Tonga (Zambia),33,41
Niellim,26,59
Zinza,20,30
