language,consonants,phonemes
East Makian,32,37
Iban,19,25
Bulgarian,36,42
Berom,22,29
Pangwa,23,35
Igede,24,38
Huamalies-Dos de Mayo Huanuco Quechua,21,31
Panare,13,20
Kera,24,30
Konkani,19,37
Kinyarwanda,39,49
Qawasqar,18,24
Yavitero,17,21
Guambiano,18,24
Eastern Bolivian Guarani,12,24
Ninam,12,18
Emai-Iuleha-Ora,27,48
Arawete,12,21
Xokleng,19,37
Busa,16,31
Seimat,11,28
Arikapu,11,25
Kusaal,22,44
Wobe-We Northern,15,48
Luvale,22,36
Yabarana,11,18
Yulu,35,42
Ambonese Malay,18,23
Ngazidja Comorian,41,48
Dangaleat,21,28
Tocho,15,27
Hawaiian,8,13
Suena,13,18
Apurina,14,34
Kistane,34,41
Kwoma,24,31
Wayampi,14,26
Bakaka,15,31
Zinza,20,30
Javanese,21,29
Canela-Kraho,13,29
Mewati,30,50
Kuranko,26,54
Gidar,28,38
Salasaca Highland Quichua,23,26
Eastern Ojibwa,16,27
Piaroa,23,30
Waimaha,11,25
Kota (India),23,34
Silt'e,46,56
Piraha,8,11
Wayana,9,16
Ningil,14,21
Copainala Zoque,26,32
Hindi,37,58
Rendille,21,33
Soqotri,28,34
Mawa (Chad),24,33
Mor (Bomberai Peninsula),14,19
Ticuna,15,33
Karadjeri,17,20
Pattani,38,44
Soninke,34,52
Kaxuiana,12,18
Imonda,13,23
Mufian,17,22
Telugu,32,43
Kamang,16,28
Katcha-Kadugli-Miri,23,32
Kunama,19,26
Yawanawa,14,18
Kaiwa,14,26
Hokkaido Ainu,12,17
Kakua,21,26
Wapishana,18,22
Zande,24,32
Yaminahua,14,22
Igo,23,33
Panamint,23,36
Paiwan,22,26
Umotina,12,20
Kirike,24,36
Muinane,22,28
Macaguan,16,22
Ndali,17,31
Modern Hebrew,24,30
Nganasan,20,29
Amundava,14,26
Malayalam,30,43
Chickasaw,16,25
Lugbara,26,36
Kanoe,12,26
East Taa,130,161
North Giziga,29,37
Saamia,20,34
Balinese,18,24
Kazym-Berezover-Suryskarer Khanty,19,32
Baruga,14,24
Lakota Dida,27,57
Japanese,15,20
Gbaya (Sudan),41,56
Gwandara,32,52
Wu Chinese,25,34
I'saka,9,18
Kunyi,44,55
Malayo,20,27
Northern Tosk Albanian,28,35
Gaa,22,34
Bullom So,22,36
Inapari,13,31
Northern Pomo,29,39
Tampulma,24,33
Nhengatu,19,23
Toposa,17,27
Satere-Mawe,12,27
Fang (Cameroon),23,36
Northern Kissi,22,42
Camsa,21,27
Ncane,17,41
Sebat Bet Gurage,36,42
Nyambo,20,33
Tese,24,47
Chipaya,41,51
Wa'ikhana,12,24
Lambayeque Quechua,16,19
Suruaha,18,23
Mwali Comorian,19,24
Quiotepec Chinantec,26,41
Nafaanra,25,44
Chuanqiandian Cluster Miao,46,56
Bassa,22,36
Wu Chinese,29,41
Lambadi,30,48
Chuvash,21,30
Tol,22,28
A-Pucikwar,16,24
Zoogocho Zapotec,28,65
Chachapoyas Quechua,15,18
Salasaca Highland Quichua,24,29
Ravula,23,39
Matumbi,15,23
Hausa,32,45
Luwo,19,32
Tolowa-Chetco,26,31
Wolof,26,40
Kamwe,26,35
Xamtanga,23,30
Tirma-Chai,22,31
Idoma,47,75
Akurio,10,24
Hixkaryana,18,23
Asheninka Perene,18,28
Ho,24,43
Kpan,24,34
Saliba (S\'alivan),22,32
Tupari,14,29
Masaaba,51,63
Ache (Tupian),11,21
Tahaggart Tamahaq,25,37
West Coast Bajau,17,23
Lele (Chad),23,36
Barbareno,38,44
Kako,33,47
Keiga,37,59
Awing,39,56
Sochiapam Chinantec,18,39
Anyin,17,36
Jinghpaw,25,30
Sasak,19,30
Binandere,11,35
Tofin Gbe,23,41
Itonama,19,25
Kimaragang,18,23
Central Aymara,36,42
Vietnamese,22,36
Sedang,39,53
Central Mazahua,45,63
Lakota,27,36
Limbum,22,35
Lepcha,26,36
Kalaallisut,32,38
Ewe,27,42
Cebaara Senoufo,24,36
Lukpa,17,37
Central Siberian Yupik,32,36
Galo,17,29
Korean,22,40
Amahuaca,14,22
Suya,15,31
Kwak'wala,46,55
Muyang,27,46
Anufo,45,59
Northern Puebla Nahuatl,16,20
Sandawe,44,64
Luiseno,21,26
Matbat,15,20
Nara,17,22
Siwi,26,38
Tigon Mbembe,99,116
Fuliiru,24,36
Legbo,38,53
Yao,18,29
Wayampi,14,25
Babanki,26,33
Ayacucho Quechua,14,17
Luo (Kenya and Tanzania),26,38
Tatuyo,11,17
Brokskat,41,56
Huarijio,12,26
Burushaski,38,53
Duruwa,21,31
Northern Gumuz,34,44
Kituba (Congo),17,22
Cameroon Mambila,24,40
Ayere,26,43
Medumba,16,25
Galibi Carib,16,28
Central Nicobarese,16,35
Kirghiz,22,30
Western Niger Fulfulde,27,32
Loniu,16,23
Belanda Viri,28,43
Engenni,20,33
Bafut,21,49
Aghem,25,35
Cameroon Mambila,20,35
Lake Miwok,29,39
Pacahuara,16,20
Akoose,22,44
Guaja,12,24
Tocantins Asurini,11,16
Yurok,23,35
Apinaye,17,34
Cashibo-Cacataibo,15,21
Kwaza,19,35
Yuracare,18,25
Tamnim Citak,14,19
Mesqan,34,41
Cha'palaa,24,28
Eastern Panjabi,50,73
Maba (Chad),22,29
Fwai,19,35
Even,17,27
Jebero,19,23
Kalanga,62,71
Kariri-Xoco,14,21
Korra Koraga,21,34
Luiseno,23,34
Paraguayan Guarani,24,36
Eastern Mari,19,27
Ekpeye,24,37
Bilua,16,41
Shilluk,25,54
Maquiritari,12,26
East Makian,18,23
Gujarati,35,60
Siamou,22,41
Totela,44,54
Mmaala,23,34
Urarina,16,21
Kaingang,11,16
Copainala Zoque,20,26
Burmese,33,46
Tagwana Senoufo,23,45
Southeastern Pomo,27,38
Tsuvadi,38,52
Itonama,19,25
Sandawe,47,54
Tama (Chad),21,30
Awngi,28,39
Brahui,24,33
Kanga,53,75
Itelmen,27,32
Rama,19,28
Mayogo,33,46
Ngiti,44,56
Attie,24,47
Xhosa,75,84
Oro Win,12,18
Liberia Kpelle,22,34
Igbo,46,65
Norwegian Bokmal,27,48
Ingush,35,48
Nandi,13,23
Orokaiva,12,17
Jarawa (Nigeria),28,39
Ngangam,22,39
Ndonga,29,36
Eggon,30,42
Gwandara,28,46
Kuku-Yalanji,13,16
Maasina Fulfulde,27,37
Indonesian Bajau,26,32
Ronga,64,69
Chopi,61,68
Southeast Ijo,24,44
Rutul,59,64
Avatime,28,50
Ejagham,20,27
Patep,30,44
Kgalagadi,43,53
Dan,44,92
Omagua,13,18
Barain,16,29
Bankon,26,37
Gude,30,36
Balti,35,53
Atayal,19,26
Zuni,20,25
Chamicuro,19,29
Baba,23,30
Wayuu,14,26
Antigua and Barbuda Creole English,24,37
Beria,21,33
Timne,17,30
Kabardian,49,56
Sango,26,44
Bengali,34,48
Yamana,15,20
Lunda,22,32
Vilela,24,29
Belize Kriol English,22,35
Nigerian Fulfulde,28,38
Amahuaca,15,23
Ibani,25,38
Northern Dagara,29,41
Kunza,23,33
Machiguenga,18,27
Nadab,17,34
Lelemi,22,34
Jauja Wanca Quechua,22,27
Aringa,35,49
Ndonga,29,36
Karang,30,40
Chechen,32,44
Samre or Siem Reap,20,41
Barain,28,41
Tatuyo,11,17
Nobiin,16,21
Jamamadi,12,16
Otuho,33,56
Yukpa,12,18
Madurese,27,35
Giryama,40,47
Bandi,23,48
Mwani,21,26
Adang,18,40
Kare (Central African Republic),30,57
Murui Huitoto,14,20
South Azerbaijani,25,34
Pero,18,30
Sentani,10,17
Befang,43,59
Lishan Didan,24,40
Qawasqar,16,19
Nzima,24,40
Mofu-Gudur,35,40
Anyin,21,39
Ndogo,29,38
Catalan,27,39
Tigrinya,32,39
Reel,20,63
Sakha,22,34
Siriano,11,23
Maltese,45,55
Gujari,32,50
Nyamwezi,36,53
Mapudungun,20,26
Arbore,49,59
Mamainde,14,34
Machinere,13,18
Banda-Ndele,32,45
Warao,11,16
West Central Banda,31,46
Mono (Democratic Republic of Congo),33,44
Border Kuna,16,21
Western Bru,20,42
S'gaw Karen,27,39
Achumawi,17,23
Hausa,33,43
Kol (Cameroon),28,55
Acheron,18,38
Wichita,21,29
Karitiana,11,31
Bouna Kulango,27,46
Afar,17,27
Gadsup,9,15
Moken,22,32
Nivkh,34,44
Kasem,21,45
Wiyot,24,29
Irish,45,69
Secoya,14,26
Carijona,14,21
Northeastern Dinka,19,32
Chumburung,21,30
Bamun,28,38
South Central Dinka,20,60
Kuruaya,18,28
Bena (Tanzania),22,34
Thado Chin,23,31
Kabuverdianu,21,28
Mangbetu,36,47
Satawalese,29,42
Sayula Popoluca,19,25
Chipewyan,38,52
Kayabi,14,24
Weh,37,47
Lak,60,69
Wangaaybuwan-Ngiyambaa,15,18
Vietnamese,21,39
Tilquiapan Zapotec,22,30
Hiligaynon,20,25
Nama (Namibia),32,41
Akha,28,41
Tiwi,14,18
Amahuaca,14,22
Ebang,27,34
Toba,18,26
Alawa,23,28
Nung (Viet Nam),21,32
Bench,29,40
Koyraboro Senni Songhai,33,48
Kok Borok,25,34
Nupe-Nupe-Tako,25,38
Yucuna,16,21
Longto-Voko,20,31
Epena,17,38
Lakkia,31,59
Mann,22,39
Binumarien,11,16
Ekari,10,15
Bora,29,41
Shuar,15,23
Bench,46,56
Oko-Eni-Osayen,18,30
Burji,26,36
Dagbani,23,31
Serrano,33,42
Bongo,18,29
Defaka,18,42
Hopi,31,49
Lusi,18,28
Tagalog,18,28
Tem,25,36
Fe'fe',17,25
Korafe-Yegha,19,24
Western Cham,24,35
Ashaninka,15,19
Akuntsu,11,22
Panoan Katukina,15,19
Ngarinyin,18,24
Mwotlap,15,22
Batak Karo,16,24
Mekens,15,35
Sindhi,41,61
Krio,25,35
Hixkaryana,18,23
Katcha-Kadugli-Miri,41,63
Kamba (Kenya),13,31
Garrwan,19,22
Abidji,21,38
Wappo,30,35
Sindhi,44,54
Ossetian,30,39
Ntcham,21,43
Purepecha,33,39
Tsuvadi,28,55
Guinea Kpelle,27,35
Koyra Chiini Songhay,21,36
Batanga,20,31
Tamasheq,22,43
Hawaiian,9,19
Adangme,23,39
Daba,36,46
Moken,20,38
Koho,27,37
Awadhi,37,45
Lyele,21,34
Huaylas Ancash Quechua,20,30
Ahanta,24,40
Shuar,13,21
Northern Conchucos Ancash Quechua,17,23
Yuchi,38,64
Naga Pidgin,30,47
San Mateo del Mar Huave,18,24
Morisyen,21,30
Paite Chin,19,25
Wolaytta,38,48
Guajajara,14,21
Tz'utujil,25,35
Dagbani,24,37
Mocovi,23,31
Susu,21,35
Huastec,26,36
Tera,42,48
Jumjum,20,39
Para Arara,11,17
Lele (Chad),23,36
Muna,28,33
Selaru,14,19
Sango,26,37
Tulishi,37,59
Southern Ma'di,47,59
Western Highland Chatino,16,25
Nyabwa,24,44
Shuswap,37,44
Eastern Mari,25,34
Dadibi,13,23
Galibi Carib,16,22
Iyive,53,64
Eten,63,74
Pemon,10,17
Tarok,26,32
Ternate,20,25
Candoshi-Shapra,21,27
Cavinena,20,24
Belanda Bor,25,38
Georgian,29,35
Tiagbamrin Aizi,24,32
Itbayat,19,23
Makasar,18,23
Maybrat-Karon,11,16
Jaqaru,36,39
Purepecha,26,32
Furu,31,41
Central Aymara,26,32
Awngi,30,39
Trinitario,18,30
Assamese,22,37
Kuy,22,47
Maranunggu,19,24
Yemba,17,27
Northeast Maidu,17,23
Bats,35,45
Taroko,33,43
Eastern Karaboro,16,26
Garo,21,26
Urdu,35,54
Spanish,20,25
Maranao,13,17
Eastern Cham,21,30
Huba,24,31
Orma,23,33
Kalaallisut,19,22
Biloxi,12,20
Standard Malay,21,27
Western Arrarnta,26,29
Mam,33,43
Bimoba,22,44
Burushaski,38,43
Tedim Chin,21,26
Yawanawa,15,19
Ngad'a,21,27
Marwari (India),36,46
Mbuko,34,45
Juruna,18,28
Pacoh,18,33
Akoose,18,32
Usarufa,17,22
Kupsabiny,14,26
Batak Karo,16,21
Kuria,15,22
Mamara Senoufo,29,50
Ntcham,21,30
Kangaki-Kagbaaga-Kajoko Bidyogo,18,25
Wubuy,19,24
Larantuka Malay,19,25
Ucayali-Yurua Asheninka,24,32
Adamawa Fulfulde,24,34
Tucano,15,27
Wik-Mungkan,13,23
Cashinahua,15,23
Ngarinman,17,23
Luo (Kenya and Tanzania),23,35
Thavung,22,72
Eastern Maninkakan,20,36
Wari',14,20
Trumai,18,24
Bumbita Arapesh,15,22
Palauan,10,22
Chiquihuitlan Mazatec,26,38
Itonama,19,25
Yukpa,15,21
Lotha Naga,35,43
Adioukrou,21,32
Quechan,28,38
Central Pashto,31,38
Alamblak,18,25
Tachelhit,33,37
Fulnio,21,33
Tuvinian,20,29
Pilaga,18,22
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,45,49
Mofu-Gudur,35,44
Awngi,28,35
Pwo Northern Karen,23,52
Yine,16,26
Duruma,40,47
West-Central Limba,17,24
K'iche',22,32
Bribri,18,27
Aneityum,21,26
Uri,16,24
Chaudangsi,34,42
Swahili,32,37
Wyandot,11,17
Mbukushu,22,29
Lak,60,69
Shall-Zwall,14,18
Nomatsiguenga,16,25
Western Farsi,24,30
Moklen,19,46
Huambisa,15,23
Eloyi,41,51
Korubo,14,20
Northern Paiute,14,24
Duruma,42,49
Ngbaka Minagende,22,34
Biali,14,27
Seri,17,25
Caquinte,19,27
Naxi (Retired),38,49
Tamil,21,33
Ke'o,24,30
Ibibio,17,32
Usan,14,20
Sundanese,19,26
Golin,13,23
Kurukh,31,56
Izon,19,37
Washo,26,32
Katcha-Kadugli-Miri,39,62
Berta,24,29
Mbabaram,20,24
North Azerbaijani,24,33
Apalai,12,24
Cebaara Senoufo,24,43
T'apo,20,25
Mumuye,23,34
Kamayura,14,26
Wubuy,19,23
Lao,28,40
Baka (Cameroon),25,35
Nizaa,58,90
Chamorro,30,36
Siona-Tetete,18,30
Ebira,19,31
Kurukh,21,32
Ngandyera,30,37
Egyptian Arabic,58,67
Makonde,18,28
Teen,28,38
Hungana-Saamba,20,33
Mezquital Otomi,42,58
Qimant,28,39
Tangkhul Naga,27,40
Efik,13,20
Dagik,16,26
Ikwere,23,46
Bora,17,31
Beja,21,26
Pangasinan,16,21
Amarakaeri,15,33
Gbari,24,31
Dompo,22,31
Hokkaido Ainu,11,16
Samba Leko,22,34
Siksika,13,25
Sebat Bet Gurage,34,42
Barain,31,44
Irarutu,12,19
Ket,18,32
Kimaama,20,44
Eastern Pahari,27,39
Makaa,30,55
Yansi,17,42
Olu'bo,16,21
Muinane,22,28
Kazym-Berezover-Suryskarer Khanty,19,32
Pottangi Ollar Gadaba,22,34
Yanomami,13,20
Konkomba,22,42
Isebe,9,23
Xipaya,14,23
Tunica,18,25
Baniwa do Icana,18,26
Central Moroccan Berber,36,39
Yuruti,11,17
Ik,31,44
Arhuaco,15,21
Tatana,17,21
Akaselem,20,52
Kuvi,28,47
Copainala Zoque,16,22
Makurap,10,20
Iu Mien,35,49
Central Kanuri,23,29
Sora,21,31
Fasu,11,21
Nivacle,22,28
Selepet,15,21
Akan,21,35
Vai,28,43
Kharia,37,47
Terena-Kinikinao-Chane,13,23
Mizo,33,39
Garo,16,21
Bambara,21,35
Gourmanchema,20,33
Nias,19,25
Amo,25,35
Palor,26,43
Rotokas,6,11
Kohumono,28,38
Gagnoa Bete,23,51
Karo (Brazil),14,27
Michif,25,41
Abua,27,40
Spokane,38,43
Filipino,17,27
Oku,18,29
Jere,24,44
Santiago del Estero Quichua,20,25
Waorani,12,32
Iloko,17,23
Maria (India),22,39
Kiowa,22,42
Manipuri,27,35
South-Eastern Ju,95,141
Komo (Sudan),23,28
Izi-Ezaa-Ikwo-Mgbo,27,38
Ngasa,22,31
Iu Mien,33,41
Tagalog,18,23
Lisu,25,39
Yanesha',23,29
Iyo'wujwa Chorote,16,21
Grass Koiari,11,16
Samo,12,18
Juang,19,29
Lese,29,42
Ngalakan,17,26
Ignaciano,21,25
Gbagyi,20,26
Tuyuca,11,23
Kenswei Nsei,55,65
Eastern Panjabi,32,51
Sabane,11,16
Moseten-Chimane,23,39
Moru,26,38
Kuo,29,56
Michoacan Nahuatl,20,25
Narim,22,34
Zulu,35,43
Unami,22,39
Yom,25,38
Bafia,25,48
Gbaya-Bossangoa,29,45
Northern Bobo Madare,21,33
Nyole,24,36
Northern Frisian,23,42
Aghem,28,49
Ao Naga,14,20
Mundari,21,39
Chonyi-Dzihana-Kauma,40,47
Yalunka,19,33
Kman,34,50
Gbaya-Bossangoa,31,43
Juma,12,24
Yugambeh-Bandjalang,12,16
Tetum,13,18
Oluta Popoluca,20,32
Soninke,24,39
Huastec,21,26
Burun,19,38
Jamaican Creole English,21,33
Hadza,57,62
North Bolivian Quechua,25,28
Brao,22,31
Lugbara,26,39
Mundu,29,41
Ngomba,19,27
Limbum,37,52
Northern Haida,47,50
Bodo Gadaba,21,40
Moloko,31,47
Niellim,23,36
Aragonese,33,45
Banda-Ndele,33,46
Berbice Creole Dutch,20,26
Dimli,30,44
Bulu (Cameroon),24,36
Nukak Maku,12,24
Siona-Tetete,18,30
Tikar,27,46
Aewa,17,27
Sinhala,22,36
Fon,24,42
Senara Senoufo,19,51
Waimaha,11,23
Kinnauri,31,46
Gunwinggu,19,24
Ga,24,38
Tonga (Tonga Islands),12,17
Aja (Benin),23,37
Pa'o Karen,20,34
Jaad-Badyara,25,43
Turkish,24,40
Ocaina,26,35
Halbi,29,42
Daba,36,47
Dhuwal,20,23
Bouyei,23,34
Chepang,18,24
Maijiki,14,20
Kwese,16,25
Piraha,8,11
Seneca,11,19
Ignaciano,21,25
Apurina,14,40
Reyesano,18,22
Ewe,26,40
Karitiana,11,25
Ngemba,29,40
Hainyaxo Bozo,20,34
Mada (Cameroon),22,40
Bakairi,17,29
Mono (Cameroon),35,62
Àhan,26,43
Holoholo,17,26
Selepet,15,21
Mehinaku,13,23
Spanish,20,25
Wogeo,15,20
Eton-Mengisa,21,38
Kistane,34,41
Coastal-Naga Bikol,23,28
Southern Sierra Miwok,15,21
Nukuini,14,20
Lambadi,24,34
Mambwe-Lungu,19,36
Koorete,51,61
Central Khmer,21,42
Bana,37,44
Ngas,30,44
Koonzime,22,52
Skou,13,23
Southern Sami,39,45
Yuki,24,30
Kanga,54,76
Tolowa-Chetco,29,44
Telefol,17,27
Ndzwani Comorian,32,39
Mampruli,24,36
East Makian,19,24
Mudhili Gadaba,19,31
Paez,33,49
Blang,24,40
Godie,26,42
Balanta-Ganja,33,50
Ukrainian,24,30
Comanche,12,18
Jola-Fonyi,19,29
Principense,22,31
Jennu Kurumba,26,33
Central Tunebo,14,19
Bororo,13,20
Cerma,21,46
Yil,12,23
Wandala,45,52
Toura (Cote d'Ivoire),19,50
Nyam,39,56
Kota (India),23,28
Swedish,18,35
Juang,24,36
Ghomala',36,59
Northern Nuni,21,54
Bella Coola,28,31
Yucatec Maya,20,30
Russian,33,38
Nootka,37,47
Ngwe,24,38
Tepo Krumen,17,39
Selk'nam,21,29
Shona,37,42
Ewondo,26,34
Koasati,15,25
San Martin Quechua,15,18
Hupda,20,29
Friulian,25,39
Awa-Cuaiquer,14,21
Gban,20,36
Sabaot,13,31
Bissa,18,24
Somali,30,52
Nyang'i,18,25
Paez,29,37
Sui,47,54
Beng,24,49
Anufo,22,43
Mabaan,19,45
Yameo,10,18
Nkonya-Nkami,20,34
Koalib-Rere,29,45
Western Maninkakan,20,27
Gonja,23,39
Timne,17,25
Mbo (Cameroon),19,35
Squamish,30,37
Kabyle,27,30
Bade,33,46
Lemeting,19,25
Wapishana,17,25
Sursurunga,15,21
Xerente,13,27
Kambera,19,29
Haya,19,29
Kikuyu,18,32
Ocaina,27,38
Jamamadi,11,19
Archi,81,91
Maca,22,32
Uduk,23,28
Korean,21,32
Tangale,40,60
Mbum,30,38
Puinave,8,19
Chrau,20,33
Iquito,11,19
Guarayu,14,26
Upper Chehalis,30,34
Towa,39,61
Bardi,17,24
Konda-Dora,23,43
Turkish,25,33
Pwo Northern Karen,25,37
Yagaria,14,23
Khasi,21,29
Hakka Chinese,16,22
Tiwi,22,26
Fulnio,18,30
Gayo,19,27
Cubeo,11,17
Giryama,40,47
Shina,35,48
Island Carib,16,27
Chacobo,16,20
Czech,25,38
Waiwai,14,20
Eastern Oromo,48,60
Kabiye,24,47
Kaxarari,15,20
Indonesian,22,31
Prai,17,35
Khasi,27,40
Tieyaxo Bozo,19,36
Abure,20,36
Leti (Indonesia),10,22
Tohono O'odham,19,24
Manchu,18,25
Manange,30,45
Tedaga,24,35
Yoruba,18,29
Katcha-Kadugli-Miri,22,27
Zayse-Zergulla,27,32
Urubu-Kaapor,15,26
Mbay,22,44
Kashmiri,27,56
Ignaciano,15,19
Laz,27,32
Seneca,11,27
Yemba,21,35
Lugbara,27,42
Tacana,18,22
Kisa,24,38
Texistepec Popoluca,19,29
Bemba (Zambia),15,25
Giryama,40,47
Parkwa,31,35
Bari (Chibchan),10,22
Hai//om,24,29
Bini,25,48
Anyin,19,40
Cholon,15,20
Irish,44,68
Mbo (Cameroon),21,36
Vengo,56,82
Macushi,10,22
Fwe,49,59
Tamambo,16,21
Kru Pidgin English,24,36
Southern Nambikuara,13,31
Tundra Nenets,26,34
Jur Modo,31,49
Gwandara,28,48
Faiwol,12,20
Southern Yukaghir,20,32
Krim,22,38
Culina,17,21
Mian,13,25
Yala,28,38
Nez Perce,25,30
Pana (Central African Republic),34,66
Moro,22,29
Akan,28,60
Yemsa,25,40
Yessan-Mayo,16,20
Meru,17,27
Lijili,29,48
Gaviao Do Jiparana,19,29
Tupuri,28,56
Waimaha,10,22
Bubia,25,39
Sanskrit,37,45
Tenetehara,14,21
Pech,18,28
Lithuanian,36,47
Elip,19,30
Yawa,14,19
Ganda,19,33
Koryak,16,21
Pemono,12,19
Mazanderani,22,29
Kurukh,46,68
Yanomamo,12,19
Guambiano,20,25
