language,consonants,phonemes
Kamayura,14,26
Koasati,15,25
Adzera,18,25
Tagalog,18,28
Chipaya,41,51
Molale,23,30
Befang,43,59
Kela (Papua New Guinea),16,30
Boro (Ethiopia),22,30
Papantla Totonac,20,26
Moseten-Chimane,23,41
Eastern Bolivian Guarani,12,24
Wapishana,17,29
Nootka,37,47
Arabela,19,29
Michif,25,41
Mamainde,14,34
South Bolivian Quechua,31,36
Plateau Malagasy,21,25
Siriono,16,28
Bena (Tanzania),22,34
Efik,13,20
Akan,28,60
Karitiana,11,31
Alawa,22,26
Mullukmulluk,14,19
Saamia,20,34
Nyole,24,36
Gujari,32,50
Kathmandu Valley Newari,24,32
Sudanese Arabic,54,62
Yuchi,38,46
Cholon,15,20
Southern Sierra Miwok,15,21
Shasta,17,21
Avokaya,37,55
Giryama,40,47
Gwandara,35,64
Kwanja,21,43
Keiga,37,59
Lak,60,69
Jebero,19,23
Caddo,20,23
Baga Koga,17,25
Portuguese,23,38
Bhili,35,62
Pwo Northern Karen,25,37
Kazym-Berezover-Suryskarer Khanty,19,32
Copainala Zoque,16,22
Ashaninka,17,21
Fuliiru,25,35
Capanahua,16,24
Machiguenga,18,27
Lakota,28,36
Mwotlap,15,22
Yoruba,18,29
Waimiri-Atroari,16,27
Ache (Tupian),22,34
Bondo,21,27
Cavinena,20,24
Eastern Panjabi,50,73
Ngiemboon,17,28
Para Arara,11,17
Farefare,20,30
Bare,19,23
Yerukula,20,38
Belanda Bor,25,38
Kru Pidgin English,24,36
Pottangi Ollar Gadaba,22,34
Cebaara Senoufo,24,43
Hungarian,50,65
Boko (Benin),19,34
Esimbi,29,37
Chaudangsi,34,42
Muyang,27,46
Chickasaw,16,25
Popti',27,32
Subiya,46,51
Lunda,22,32
Laz,27,32
Galibi Carib,9,15
Sabane,11,16
Ewondo,26,34
Italian,23,30
Mocovi,21,29
Egyptian Arabic,58,67
Canela-Kraho,13,29
Garrwan,19,22
Vame,38,46
Lak,60,69
Navajo,31,47
Waama,13,41
Ibani,25,38
Maijiki,14,20
Car Nicobarese,16,25
Masai,21,43
Alabama,15,21
Olu'bo,16,21
Mbo (Cameroon),20,31
Fipa,20,35
Nawuri,29,40
Ukrainian,24,30
Tshangla,32,37
Beembe,19,41
Önge,16,24
Mbuko,34,45
Orokaiva,12,17
Haya,19,29
Luchazi,32,42
Mambai,26,54
East Makian,32,37
Rendille,21,33
Borana-Arsi-Guji Oromo,26,36
Mungaka,21,33
Kistane,34,41
Brahui,24,33
Reunion Creole French,30,42
Kwaza,29,45
Parecis,15,19
Bassossi,20,34
Jebero,17,21
Aja (Benin),28,45
Chamacoco,21,37
Korku,26,37
Kazym-Berezover-Suryskarer Khanty,18,31
Lokono,16,21
Russian,33,38
Suya,15,31
Western Arrarnta,26,29
Bade,33,46
Zuni,20,25
Abipon,15,20
Yanesha',23,26
Manya,18,27
Burmese,34,50
Galibi Carib,9,15
Bouna Kulango,27,46
Mocovi,23,31
Nigerian Fulfulde,47,57
Trumai,18,24
Basque,23,28
Piaroa,23,30
Maung,17,22
Baoule,16,23
Purepecha,33,39
Carijona,14,21
Arhuaco,15,21
Amharic,30,37
Awing,39,56
Krio,22,32
Doyayo,22,48
Tetum,14,19
Kurukh,21,32
Bila,19,33
Daba,36,47
Resigaro,32,37
Siwu,20,37
Northern Kurdish,30,47
Madurese,27,35
German,23,39
Duruwa,21,31
Thai,21,30
Kemezung,20,34
Alladian,23,36
Siona-Tetete,18,30
Koho,27,37
Bakaka,16,32
Dahalo,54,59
Bemba (Zambia),15,25
Kusunda,32,38
Nukuini,14,20
Cerma,21,46
Limbum,22,35
Arawete,12,21
Yagua,11,23
Petats,15,30
Toura (Cote d'Ivoire),19,50
Murle,20,34
Batak Karo,16,21
Seri,17,25
Awara,19,25
South-Eastern Ju,95,141
Tampulma,24,33
Tariana,23,38
Yawanawa,14,18
Mehinaku,13,23
Umotina,12,20
Budu,31,43
Candoshi-Shapra,21,27
Sedang,41,55
Irantxe-Munku,21,43
Ligbi,22,38
German,22,41
Yoruba,18,32
Baga Sitemu,18,26
Akha,28,41
Dera (Indonesia),11,17
Bekwarra,23,36
Xipaya,14,23
Pagibete,42,51
Konkani,35,45
Towa,39,61
Sukuma,38,57
Abipon,13,23
Wappo,30,35
Bengali,34,48
East Taa,130,161
Chukchi,15,22
Adang,18,40
Jarawa (Nigeria),28,39
Anii,23,36
Mbo (Cameroon),21,36
Border Kuna,16,21
Maxakali,10,20
Koyaga,29,43
Sandawe,47,54
Tem,25,36
Guinea Kpelle,27,35
Maasina Fulfulde,27,37
Rama,19,28
Lugbara,27,42
Fang (Equatorial Guinea),25,41
Anyin,19,40
Nyabwa,24,44
Seneca,11,27
Ndzwani Comorian,32,39
San Juan Guelavia Zapotec,29,47
West-Central Limba,17,24
Huaylas Ancash Quechua,20,30
Mundari,32,37
Cofan,27,37
Kalabari,22,43
Kalkutung,20,23
Hangaza,23,35
Paiwan,22,26
Central Dagaare,24,54
Northern Bobo Madare,20,40
Selepet,15,21
Ngomba,19,27
Nama (Namibia),32,41
Shanga,22,37
Moru,26,38
East Kewa,15,20
Marghi Central,30,34
Barasana-Eduria,11,17
Nkonya-Nkami,20,34
Ebira,19,31
Kakabe,22,38
Timne,17,30
Pangwa Naga,23,29
Western Cham,21,32
Antigua and Barbuda Creole English,24,37
Amo,25,35
Iloko,17,23
Yagua,11,23
Dyula,23,39
Eastern Panjabi,32,51
Mawa (Chad),24,33
Nisga'a,32,42
Central Aymara,28,31
Giryama,40,47
Shwai,25,38
Para Gaviao,11,21
Koalib-Rere,29,45
Toro So Dogon,16,28
Dangaleat,21,28
Ao Naga,14,20
Dghwede,33,38
Tlachichilco Tepehua,24,34
Yemba,21,35
Cameroon Mambila,19,25
Korra Koraga,21,34
Cha'palaa,23,27
Lukpa,17,37
Chopi,61,68
Satawalese,29,42
Wapishana,18,22
Xiriana,19,24
Bissa,23,41
Kharia,31,36
Gavar,47,55
Tonkawa,15,25
Faiwol,12,20
Omagua,13,18
Tenetehara,14,21
Burushaski,38,43
Lithuanian,36,52
Dibole,21,31
Nivacle,22,28
Deni,18,22
Nivacle,22,28
Cha'palaa,24,28
San Mateo del Mar Huave,18,24
Waimaha,11,23
Hupa,35,42
Yue Chinese,20,25
Ronga,64,69
Inor,40,47
Javanese,24,33
Baba,23,30
Eastern Mari,25,33
Katcha-Kadugli-Miri,22,27
Tiwi,14,18
Belize Kriol English,22,35
Yanomamo,11,32
Mpade,30,40
Mbabaram,20,24
Mangbetu,36,47
Eastern Ojibwa,16,27
Northern Paiute,14,24
Kannada,36,47
Lealao Chinantec,28,35
Dan,44,92
Adamawa Fulfulde,29,39
Mian,13,25
Thavung,20,47
Khmu,23,41
Akawaio,13,23
Ternate,20,25
Koreguaje,18,30
Denya,22,30
Cabiyari,12,17
Kuvi,22,37
Kirike,24,36
Tok Pisin,15,27
Border Kuna,19,24
Bafut,21,49
Sundanese,19,26
Georgian,28,34
Nugunu (Cameroon),24,35
San Martin Quechua,15,18
Eastern Bolivian Guarani,12,24
Uru-Eu-Wau-Wau,14,26
Wayuu,28,46
Matis,15,21
Wolof,38,54
Aguaruna,12,20
Urubu-Kaapor,15,26
Lendu,43,55
Pemon,10,21
Wolaytta,38,48
Galibi Carib,11,17
Warray,16,21
Kyenga,22,37
Baka (Cameroon),25,35
Panamint,23,36
Badaga,25,38
Buwal,38,43
Wik-Mungkan,13,23
Kete,16,25
Northern Pame,40,54
Kakua,21,26
Tena Lowland Quichua,21,24
Burarra,16,21
Lambadi,24,34
Baangi,28,56
Tanacross,35,54
Bhele,19,28
East Makian,19,24
Chamorro,30,36
Thulung,30,38
Inapari,13,31
Kunza,23,33
Romanian,22,32
Tapiete,15,27
Xavante,11,24
Northwest Gbaya,30,53
Southern Yukaghir,21,33
Lower Grand Valley Dani,12,24
Aikana,15,25
Yagaria,14,23
Egyptian Arabic,27,35
Awngi,28,39
Fang (Cameroon),23,36
Tibetan,24,38
Ingush,35,48
Ikpeng,12,18
Huba,24,31
Tsotso,19,31
Wik-Mungkan,13,18
Eastern Mari,19,27
Tzeltal,25,30
Embera-Catio,19,31
Southern Nambikuara,13,31
Zinza,20,30
Mungbam,24,36
Ayacucho Quechua,14,17
Culina,17,21
Biali,14,27
Sa'ban,19,26
Wantoat,14,21
Yamana,15,20
Nanti,18,27
Aweti,14,26
Abidji,21,39
Washo,26,32
Ditammari,17,32
Seneca,11,19
Guinea Kpelle,24,39
Yabarana,11,18
Yom,25,38
Kman,34,50
Tohono O'odham,19,29
Fe'fe',17,25
Kimaragang,18,23
Akpes,21,34
Korean,22,40
Matbat,15,20
Wayampi,14,26
Chamorro,20,26
Squamish,30,37
Bagirmi,29,48
Inor,39,45
Samo,12,18
Ikwere,23,46
Wangaaybuwan-Ngiyambaa,15,18
Tirma-Chai,22,31
Pa'o Karen,20,34
Spanish,20,25
Indonesian Bajau,26,32
Maybrat-Karon,11,16
Dan,20,48
Jamamadi,11,15
Sebat Bet Gurage,39,45
Ngalakan,17,26
Jennu Kurumba,26,33
Tengger,20,42
Munduruku,17,39
Nootka,37,47
Minangkabau,23,33
Hungarian,26,40
Gen,25,40
Jumjum,20,39
Northern Frisian,23,42
Qimant,28,39
Buli (Ghana),23,46
Luo (Kenya and Tanzania),26,38
Yemsa,25,40
Sanskrit,37,45
Chachapoyas Quechua,15,18
Balinese,18,24
Zoogocho Zapotec,28,65
Gwandara,28,46
Sinhala,37,53
Imbabura Highland Quichua,17,20
Amahuaca,15,23
Bororo,13,20
Swahili,31,36
Tama (Chad),21,30
Zulu,35,43
Kurukh,46,68
Mba,24,31
Saya,39,54
Meta',20,33
Dagbani,23,31
Izon,19,37
Hanga,23,29
Tinigua,22,40
Xwela Gbe,29,45
Tabasco Chontal,25,37
Waorani,12,32
Acatepec Me'phaa,20,30
Satere-Mawe,12,27
Amanab,14,19
Tz'utujil,25,35
Northern Yukaghir,20,26
Straits Salish,35,40
Kgalagadi,43,53
Ndali,17,31
Baoule,21,37
Siriono,18,28
Shilluk,25,54
Upper Guinea Crioulo,23,28
Xeta,13,24
East Makian,18,23
Southeastern Pomo,27,38
Angami Naga,37,43
Poyanawa,14,21
Indonesian,23,31
Awtuw,11,18
Bengali,36,53
Awngi,30,39
Wari',14,20
Chukchi,15,22
Murui Huitoto,14,20
Pengo,22,32
West Makian,17,23
Tachelhit,28,31
Siriono,18,30
Paez,33,49
Jamsay Dogon,37,60
Galibi Carib,16,28
Cavinena,20,24
Ignaciano,21,25
Bomitaba,16,28
Tikar,27,46
Cherokee,11,17
Moken,20,38
Tedim Chin,21,26
Nukak Maku,12,24
Central Bai,18,29
Tagalog,18,23
Nigeria Mambila,25,43
Igbo,43,59
Zhenkang Wa,27,49
Mongo,45,56
Toaripi,8,14
Kurukh,31,56
Paumari,22,28
Tieyaxo Bozo,19,36
Embera-Chami,16,28
Andoque,11,26
Mende (Sierra Leone),23,34
Eastern Karaboro,16,26
Mwaghavul,25,37
Yuchi,38,64
Kako,33,50
Nhengatu,19,23
Tupinamba,13,25
Dimli,30,44
Soninke,34,52
Gagnoa Bete,23,51
Abure,20,36
Ocaina,25,34
Dafla,15,24
Matses,15,21
Zimbabwean Ndebele,61,68
Pohnpeian,14,20
Guato,17,25
Kaxarari,15,20
Georgian,29,35
A-Pucikwar,16,24
Beng,24,49
Kistane,34,41
Kamwe,26,35
Western Maninkakan,20,27
Achagua,19,29
Argobba,30,38
Somali,30,52
Oro Win,12,18
Ndonga,29,36
Guerrero Amuzgo,25,37
Arbore,49,59
Lele (Chad),23,36
Akuntsu,11,22
Zay,23,37
Ngarinyin,18,24
Eastern Arrernte,27,30
Mabaan,19,45
Tsafiki,16,26
Northern Khmer,24,43
Guarayu,14,26
Sango,26,42
Nafaanra,25,44
Yugambeh-Bandjalang,12,16
Pular,28,38
Araona,19,23
Mada (Nigeria),23,41
Telefol,17,27
Igbo,46,65
Kuku-Yalanji,13,16
Curripaco,25,29
Hawaiian,8,13
Kunjen,23,28
Garo,21,26
Tzeltal,22,28
Ghomala',36,59
Sui,47,54
Sanuma,11,24
Lusi,16,21
Gourmanchema,20,33
Mingrelian,30,35
Kumaoni,31,42
Irish,45,69
Khasi,21,29
Comox,37,42
Huamalies-Dos de Mayo Huanuco Quechua,21,31
Chokri Naga,34,39
Gaam,34,49
Moloko,31,47
Yambeta,18,28
Michoacan Nahuatl,20,25
Tsou,15,21
Mono (Cameroon),35,62
Samre or Siem Reap,20,41
Wubuy,19,23
Toda,38,53
Cupeno,27,38
Tonga (Zambia),33,41
Suya,13,28
Central Khmer,21,42
Gude,30,36
Northern Haida,47,50
Meru,17,27
Halh Mongolian,21,35
Matumbi,15,23
Vai,28,43
Kabyle,27,30
Mazanderani,22,29
Masaaba,51,63
Tuki,25,39
Krim,22,38
Polish,31,37
Isoko,28,37
Nugunu (Cameroon),15,26
Tahaggart Tamahaq,25,37
North Moluccan Malay,21,27
Konkomba,22,42
Kasem,21,45
Sandawe,44,64
Katcha-Kadugli-Miri,23,32
Epena,17,38
Kuikuro-Kalapalo,14,26
Kpan,24,34
Andoa,15,25
Nyam,39,56
Langi,32,52
Texistepec Popoluca,19,29
Bora,17,31
Lama (Togo),17,53
Siwi,26,38
Klao,11,27
Duruma,42,49
Ao Naga,24,32
Lepcha,26,36
Iban,19,25
Koya,21,31
Koshin,23,37
Southern Yukaghir,20,32
Mekens,15,35
Cameroon Mambila,20,35
Camsa,21,27
Mofu-Gudur,35,40
Igbo,28,36
Tocho,15,27
Kunimaipa,15,20
Afade,27,36
Wambon,16,26
Mam,33,43
Fasu,11,21
Ngandyera,30,37
Biak,14,24
Markweeta,13,36
West Central Banda,31,46
Kambaata,49,59
Thai,21,45
Saliba (S\'alivan),20,30
Masalit,31,45
Bakole,27,34
Northern Grebo,19,36
Iu Mien,35,49
Yora,14,22
Tlingit,43,48
Pai Tavytera,15,27
Bulgarian,36,42
Yanomamo,12,19
Arhuaco,16,32
Namia,9,15
Tu,23,28
Niellim,23,36
Hausa,31,38
Thavung,22,72
Nyamwezi,36,53
Yine,16,26
Halbi,29,42
Luiseno,23,34
Lumun,17,35
Ignaciano,15,19
Buginese,19,25
Anyin Morofo,21,37
Wandala,45,52
Bafia,27,51
Torwali,38,51
Khasi,19,28
S'gaw Karen,27,36
Yameo,10,18
Busa,16,31
Ekari,10,15
Juang,19,29
Northern Haida,46,49
Ningil,14,21
Comanche,12,18
Gamo-Gofa-Dawro,24,29
Mundari,21,39
Plateau Malagasy,31,36
Turkish,25,33
Yessan-Mayo,16,20
Tol,22,28
Mewati,30,50
Palikur,14,24
Finnish,25,42
Bafaw-Balong,27,47
Avatime,28,50
Krio,25,35
Gwandara,28,48
Awadhi,37,45
Sidamo,25,35
Ntcham,21,43
Chiripa,17,29
Siang,13,17
Lake Miwok,29,39
Iwam,11,17
Binumarien,11,16
Amundava,14,26
Mbya Guarani,14,26
Napo Lowland Quechua,20,23
Straits Salish,36,43
Kota (India),23,34
Karadjeri,17,20
Xokleng,19,37
Ndonga,29,36
Island Carib,17,29
Parakana,12,17
Movima,18,23
Kohumono,28,38
Peve,30,38
Wuzlam,34,42
Upper Chehalis,30,34
Nanai,18,24
Central Moroccan Berber,36,39
Kwoma,24,31
Sedang,39,53
Northern Toussian,16,35
Wawa,30,49
Central Pashto,31,38
Western Niger Fulfulde,27,32
Narim,22,34
Ninam,12,18
Sango,26,37
Bakairi,17,29
Kare (Central African Republic),30,57
Luiseno,21,26
Kol (Cameroon),28,55
Ntomba,23,30
Achinese,21,55
Fulnio,21,33
Mampruli,24,36
Kabiye,24,47
Yanomamo,12,33
Wichi Lhamtes Nocten,23,28
Mina (Cameroon),39,50
Leti (Indonesia),10,22
Jere,24,44
Piraha,8,11
Apinaye,17,34
Wayana,9,16
Qawasqar,16,19
Yanesha',23,29
Orma,23,33
Manange,30,45
Konda-Dora,23,43
Liberia Kpelle,32,49
Japanese,15,20
Boro (Ethiopia),16,25
Logo,27,39
Central Kanuri,23,29
Kuvi,28,47
Konkani,19,37
Atayal,19,26
Tacana,18,22
Naga Pidgin,30,47
Sharanahua,15,23
Kayabi,14,24
Wu Chinese,25,34
Diriku,23,28
Siona-Tetete,18,30
Mal,17,41
Nomatsiguenga,16,25
Marwari (India),36,46
Bandi,23,48
Nyankole,20,28
Guro,26,57
Akan,22,40
Chepang,18,24
Filipino,17,27
Tuvinian,20,29
Tofin Gbe,23,41
Ngas,32,43
Bum,37,47
Tetum,13,18
Naasioi,8,13
Tatuyo,11,17
Chuvash,21,30
North Junin Quechua,19,22
Bororo,15,22
Ga,32,47
Hopi,22,28
Khezha Naga,42,50
Gwandara,43,65
Waris,13,22
Krikati-Timbira,11,26
Bafanji,26,59
Merey,33,44
Cuvok,27,29
Kamang,16,28
Tangkhul Naga,27,40
Western Farsi,24,30
Bench,46,56
Southern Bobo Madare,19,38
Kwaza,19,35
Bench,29,40
Waima,9,14
Piraha,8,11
Luo (Kenya and Tanzania),23,35
Hiligaynon,20,25
Manam,13,18
Cebaara Senoufo,24,36
Yawa,14,19
Maca,22,32
Logba,25,35
Kiowa,22,42
Western Keres,39,51
Nama (Namibia),19,33
Avar,44,49
Tupari,14,29
Nizaa,58,90
Irantxe-Munku,21,39
Mambwe-Lungu,19,36
Biloxi,12,20
Barain,31,44
Moken,22,32
Yulu,35,42
Chacobo,17,21
Shawi,14,18
Sumi Naga,35,46
Mundang,37,67
Berbice Creole Dutch,20,26
Bengali,29,43
Pech,18,28
Juang,24,36
Karaja,9,24
Dagik,16,26
Mochica,20,32
Quechan,28,38
Ravula,23,39
Sentani,10,17
Akoose,22,44
Toura (Cote d'Ivoire),21,39
Dompo,22,31
Grass Koiari,11,16
Eastern Pahari,27,39
Hadza,57,62
Vietnamese,21,39
Bissa,18,24
Moseten-Chimane,26,38
Kuy,22,47
Moklen,19,46
Irish,44,68
Baka (Cameroon),25,38
Korubo,14,20
Kusaal,22,44
Northwestern Kolami,21,34
Yucuna,16,21
Waimaha,10,22
Gweno,24,29
Javanese,21,29
Ucayali-Yurua Asheninka,24,32
Cogui,24,36
Nivkh,28,35
Northern Kissi,22,42
Nez Perce,26,36
Cajamarca Quechua,19,22
Ginyanga,31,53
Gaa,22,34
Chipewyan,39,61
Central Mazahua,45,63
Itelmen,27,32
Jinghpaw,25,30
Gbesi Gbe,31,47
Ndai,32,57
Chuave,12,17
Bongo,18,29
Konni,31,49
Enawene-Nawe,13,25
South Efate,15,20
Tigrinya,32,39
Southern Nambikuara,25,43
Gwandara,32,52
Berta,24,29
Doyayo,22,34
Mann,22,39
Giryama,40,47
Ega,27,39
Limbum,23,33
Lagwan,34,41
Jaqaru,36,42
Kharia,31,41
Luo (Kenya and Tanzania),23,32
Modern Hebrew,24,30
Lakota,27,36
Ambele,38,51
Zarma-Kaado,20,40
Kenyang,21,41
Huastec,26,36
Saurashtra,32,42
Gonja,23,39
Katcha-Kadugli-Miri,39,62
Àhan,26,43
Sissala of Burkina Faso,22,51
Paite Chin,19,25
Mesqan,34,41
Nyangumarta,20,27
Babanki,26,33
Ibibio,17,32
Gaam,24,33
Berom,22,29
Bambalang,34,57
Kariri-Xoco,14,21
Sora,21,31
Akoose,18,32
Gujarati,35,60
Kuanyama,26,33
Amahuaca,14,22
Karo (Brazil),14,27
Yukpa,15,21
Brao,22,31
Isebe,9,23
Wolof,26,40
Acheron,18,38
Aghem,28,49
Czech,25,38
Loniu,16,23
Ticuna,15,33
Burun,19,38
Cubeo,11,17
Southeastern Kolami,36,46
Xerente,13,27
Gbagyi,20,26
Tigre,47,54
Mapudungun,22,28
Zulgo-Gemzek,29,34
Mekens,16,26
Siksika,13,25
Panoan Katukina,15,19
Tinputz,12,26
Che,30,57
Swahili,32,37
Bora,29,41
Shall-Zwall,14,18
Sakha,33,49
Woun Meu,19,33
Chiquitano,14,26
Darma,34,42
Tsuvadi,38,52
Cherepon,26,38
Gadsup,9,15
Avikam,25,34
Piapoco,15,19
Komo (Democratic Republic of Congo),24,35
Bundeli,38,55
Iaai,33,52
Murrinh-Patha,21,25
Sanuma,10,31
Maori,10,20
Dazaga,21,32
Temein,18,25
Pichis Asheninka,22,30
Cubeo,11,23
Ekpeye,24,37
Kui (India),20,39
Nonuya,20,26
Digo,41,48
Dadibi,13,23
Taushiro,12,17
Ewe,26,40
Tamnim Citak,14,19
Barain,28,41
Gidar,28,38
Mokpwe,22,31
Tiv,31,40
Toba,18,26
Maay,22,32
Pemono,12,19
Southern Sama,17,23
Bella Coola,28,31
Kxoe,95,120
Kituba (Democratic Republic of Congo),15,22
Gwandara,28,48
Nepali Kurux,34,39
Ngemba,29,40
Shina,35,48
Wayana,9,16
Toba,21,28
Puri,12,18
Marathi,42,55
Maltese,45,55
Gikyode,29,51
Bambassi,23,36
Maithili,34,42
Shuswap,37,44
Batak Toba,18,27
Otuho,33,56
Naki,36,44
Lango (Uganda),18,40
Yamba,26,38
Waorani,11,21
Sao Paulo Kaingang,13,27
Adamawa Fulfulde,27,36
Hokkaido Ainu,11,16
Mbe,26,37
Dyirbal,13,16
Bakairi,16,28
Xingu Asurini,16,27
Yuracare,18,25
Purepecha,26,32
Northern Bobo Madare,21,33
